"Numeración","Puesto Institucional ","Régimen laboral al que pertenece ","Número de partida presupuestaria","Grado jerárquico o escala al que pertenece el puesto","Remuneración mensual unificada","Remuneración unificada (anual)","Décimo Tercera Remuneración","Décima Cuarta Remuneración","Horas suplementarias y extraordinarias","Encargos y subrogaciones","Total ingresos adicionales","","","","","","","","","","","",""
"2603","SECRETARIA 1","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2604","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2605","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2606","DIBUJANTE","LOSEP","3.04.03.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2607","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2608","INGENIERO CIVIL 1","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"2609","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2610","AUXILIAR DE SERVICIOS","CODIGO DE TRABAJO","2.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2611","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP-SOC","4.01.01.001.002.7.1.05.10","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2612","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2613","CHOFER","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","596","7152","57.52","35.42","94.24","0","187.18","","","","","","","","","","","",""
"2614","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2615","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP-SOC","1.03.01.001.001.5.1.05.10","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2616","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2617","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2618","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2619","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2620","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","2805","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2621","JORNALERO","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2622","JORNALERO","CODIGO DE TRABAJO","3.03.02.001.001.7.1.01.06","","561","6732","52.99","35.42","74.88","0","163.29","","","","","","","","","","","",""
"2623","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","59.23","35.42","149.76","0","244.41","","","","","","","","","","","",""
"2624","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","4.01.03.001.001.7.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2625","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2626","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","56.11","35.42","112.32","0","203.85","","","","","","","","","","","",""
"2627","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2628","PROMOTOR SOCIAL 1","LOSEP","4.05.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2629","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2630","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2631","INGENIERO CIVIL","LOSEP","3.03.01.001.001.6.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"2632","RECAUDADORA","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2633","CHOFER","CODIGO DE TRABAJO","3.06.01.001.001.5.1.01.06","","596","7152","69.51","35.42","238.08","0","343.01","","","","","","","","","","","",""
"2634","TECNICO DE SONIDO","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","578","6936","67.45","35.42","231.36","0","334.23","","","","","","","","","","","",""
"2635","AUXILIAR DE ACOMETIDA","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2636","PROMOTOR DE TURISMO","LOSEP","4.05.02.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2637","PROMOTOR SOCIAL 1","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 1","817","6305.44","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2638","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2639","JORNALERO","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","561","6732","59.23","35.42","149.76","0","244.41","","","","","","","","","","","",""
"2640","CONSERJE","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","56.89","35.42","121.68","0","213.99","","","","","","","","","","","",""
"2641","OFICINISTA","LOSEP","4.01.05.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"2642","TECNICO DE AUDIO Y SONIDO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","826","8920.8","68.83","35.42","0","0","104.25","","","","","","","","","","","",""
"2643","TRABAJADORA SOCIAL","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"2644","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","64.3","35.42","210.6","0","310.32","","","","","","","","","","","",""
"2645","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2646","PRODUCTOR DE RADIO MUNICIPAL","LOSEP","1.08.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2647","JORNALERO","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2648","AYUDANTE DE SERVICIOS ADMINISTRATIVOS","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2649","ASISTENTE ADMINISTRATIVO","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2650","AUXILIAR DE SERVICIOS DE SALUD","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2651","TENIENTE","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"2652","AUXILIAR DE SUPERVISION","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2653","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2654","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","65.47","35.42","224.64","0","325.53","","","","","","","","","","","",""
"2655","CONTROLADOR DEL SIMERT","LOSEP-SOC","4.01.01.001.004.5.1.05.10","Servidor Público de Apoyo 1","585","6961.5","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2656","COORDINADOR DE SERVICIOS","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2657","PERIODISTA","LOSEP","1.08.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2658","JARDINERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","59.23","35.42","149.76","0","244.41","","","","","","","","","","","",""
"2659","INGENIERO CIVIL 1","LOSEP","3.03.01.001.001.7.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"2660","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2661","ASISTENTES DE VIAS","CODIGO DE TRABAJO","3.06.02.004.004.7.1.01.06","","561","6732","49.87","35.42","37.44","0","122.73","","","","","","","","","","","",""
"2662","CHOFER","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","596","7152","52.35","35.42","32.24","0","120.01","","","","","","","","","","","",""
"2663","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","65.47","35.42","224.64","0","325.53","","","","","","","","","","","",""
"2664","DIRECTORA FINANCIERA","LOSEP","1.02.01.001.001.5.1.01.05","Nivel Jerárquico Superior 1","2226","14384.13","185.5","35.42","0","0","220.92","","","","","","","","","","","",""
"2665","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2666","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2667","INGENIERO AMBIENTAL 4","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público 4","1086","13032","90.5","35.42","0","0","125.92","","","","","","","","","","","",""
"2668","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2669","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2670","OPERADOR DE MAQUINARIA O EQUIPO PESADO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","738","8856","61.5","35.42","0","0","96.92","","","","","","","","","","","",""
"2671","AYUDANTE DE COCINA","CODIGO DE TRABAJO","2.03.01.013.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2672","CHOFER","CODIGO DE TRABAJO","3.06.01.001.001.5.1.01.06","","596","7152","59.59","35.42","119.04","0","214.05","","","","","","","","","","","",""
"2673","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2674","CHOFER","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"2675","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2676","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2677","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","3640.57","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2678","ANALISTA JURIDICO 2","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"2679","JORNALERO","CODIGO DE TRABAJO","3.03.02.001.001.7.1.01.06","","561","6732","56.11","35.42","112.32","0","203.85","","","","","","","","","","","",""
"2680","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","1907.4","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2681","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2682","AGENTE CIVIL DE TRANSITO","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2683","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","48.31","35.42","18.72","0","102.45","","","","","","","","","","","",""
"2684","INSPECTOR","LOSEP","4.01.03.001.001.7.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2685","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2686","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","65.18","35.42","221.13","0","321.73","","","","","","","","","","","",""
"2687","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP-SOC","1.03.01.001.001.5.1.05.10","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2688","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","52.99","35.42","74.88","0","163.29","","","","","","","","","","","",""
"2689","REPORTERO","LOSEP","1.08.02.002.001.6.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"2690","AUXILIAR DE LABORATORIO DE SUELOS","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6601.1","51.43","35.42","56.16","0","143.01","","","","","","","","","","","",""
"2691","INGENIERO GEOLOGO 1","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2692","MEDICO GENERAL","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 6","1412","16944","117.67","35.42","0","0","153.09","","","","","","","","","","","",""
"2693","OFICINISTA","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"2694","CHOFER DE VEHICULOS LIVIANOS","CODIGO DE TRABAJO","3.06.02.004.006.7.1.01.06","","596","7152","60.41","35.42","128.96","0","224.79","","","","","","","","","","","",""
"2695","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2696","ABOGADA","LOSEP-SOC","4.01.03.001.001.7.1.05.10","Servidor Público 2","901","10721.9","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"2697","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2698","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","448.8","448.8","37.4","28.33","0","0","65.73","","","","","","","","","","","",""
"2699","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2700","ANALISTA JURIDICO","LOSEP","1.07.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"2701","TECNICO OPERADOR DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES","LOSEP-SOC","3.03.06.001.001.7.1.05.10","Servidor Público de Apoyo 4","733","8673.83","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2702","COORDINADOR DE CENTRO DE DESARROLLO INFANTIL","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"2703","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2704","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","62.35","35.42","187.2","0","284.97","","","","","","","","","","","",""
"2705","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","61.57","35.42","177.84","0","274.83","","","","","","","","","","","",""
"2706","TERAPEUTA","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"2707","AYUDANTE DE SERVICIOS ADMINISTRATIVOS","CODIGO DE TRABAJO","4.01.05.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"2708","INSPECTOR","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"2709","ARQUITECTO 1","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"2710","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"2711","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"2712","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","3309.9","57.46","35.42","128.56","0","221.44","","","","","","","","","","","",""
"2713","TRABAJADORA SOCIAL","LOSEP","4.01.05.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"2714","CONSERJE","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","561","1402.5","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
